word,tag,category,subcategory,type
sinekler,NOUN-ANIM,Noun,Animate,Animate
yastıklar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
eşekler,NOUN-ANIM,Noun,Animate,Animate
pantolonlar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
masalar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şemsiyeler,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kaplumbağalar,NOUN-ANIM,Noun,Animate,Animate
düğünler,NOUN-INANIM-EVT,Noun,Inanimate,Event
ayılar,NOUN-ANIM,Noun,Animate,Animate
cenazeler,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinlikler,NOUN-INANIM-EVT,Noun,Inanimate,Event
tavşanlar,NOUN-ANIM,Noun,Animate,Animate
partiler,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinlikler,NOUN-INANIM-EVT,Noun,Inanimate,Event
gösteriler,NOUN-INANIM-EVT,Noun,Inanimate,Event
çantalar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
gözlükler,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kalemler,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
eşekler,NOUN-ANIM,Noun,Animate,Animate
pantolonlar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
toplantılar,NOUN-INANIM-EVT,Noun,Inanimate,Event
kediler,NOUN-ANIM,Noun,Animate,Animate
gösterimler,NOUN-INANIM-EVT,Noun,Inanimate,Event
mezuniyetler,NOUN-INANIM-EVT,Noun,Inanimate,Event
pantolonlar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
halılar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabaklar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
arılar,NOUN-ANIM,Noun,Animate,Animate
atlar,NOUN-ANIM,Noun,Animate,Animate
aslanlar,NOUN-ANIM,Noun,Animate,Animate
maymunlar,NOUN-ANIM,Noun,Animate,Animate
bayramlar,NOUN-INANIM-EVT,Noun,Inanimate,Event
tabaklar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
perdeler,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kameralar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
seyahatlar,NOUN-INANIM-EVT,Noun,Inanimate,Event
toplantılar,NOUN-INANIM-EVT,Noun,Inanimate,Event
yılanlar,NOUN-ANIM,Noun,Animate,Animate
şapkalar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
partiler,NOUN-INANIM-EVT,Noun,Inanimate,Event
kaşıklar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
konferanslar,NOUN-INANIM-EVT,Noun,Inanimate,Event
ayılar,NOUN-ANIM,Noun,Animate,Animate
nişanlar,NOUN-INANIM-EVT,Noun,Inanimate,Event
bilgisayarlar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
sergiler,NOUN-INANIM-EVT,Noun,Inanimate,Event
maçlar,NOUN-INANIM-EVT,Noun,Inanimate,Event
kapanışlar,NOUN-INANIM-EVT,Noun,Inanimate,Event
kapanışlar,NOUN-INANIM-EVT,Noun,Inanimate,Event
kurtlar,NOUN-ANIM,Noun,Animate,Animate
kaplumbağalar,NOUN-ANIM,Noun,Animate,Animate
pantolonlar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
paneller,NOUN-INANIM-EVT,Noun,Inanimate,Event
arılar,NOUN-ANIM,Noun,Animate,Animate
cenazeler,NOUN-INANIM-EVT,Noun,Inanimate,Event
cenazeler,NOUN-INANIM-EVT,Noun,Inanimate,Event
gömlekler,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
gösterimler,NOUN-INANIM-EVT,Noun,Inanimate,Event
pantolonlar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kediler,NOUN-ANIM,Noun,Animate,Animate
kurtlar,NOUN-ANIM,Noun,Animate,Animate
anahtarlar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tatiller,NOUN-INANIM-EVT,Noun,Inanimate,Event
konserler,NOUN-INANIM-EVT,Noun,Inanimate,Event
kaşıklar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
gösteriler,NOUN-INANIM-EVT,Noun,Inanimate,Event
seyahatlar,NOUN-INANIM-EVT,Noun,Inanimate,Event
düğünler,NOUN-INANIM-EVT,Noun,Inanimate,Event
kalemler,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
düğünler,NOUN-INANIM-EVT,Noun,Inanimate,Event
törenler,NOUN-INANIM-EVT,Noun,Inanimate,Event
tilkiler,NOUN-ANIM,Noun,Animate,Animate
baykuşlar,NOUN-ANIM,Noun,Animate,Animate
çatallar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şemsiyeler,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
sinekler,NOUN-ANIM,Noun,Animate,Animate
kedi,NOUN-ANIM,Noun,Animate,Animate
bıçak,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kartal,NOUN-ANIM,Noun,Animate,Animate
ayna,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
anahtar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
telefon,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
toplantı,NOUN-INANIM-EVT,Noun,Inanimate,Event
baykuş,NOUN-ANIM,Noun,Animate,Animate
gösteri,NOUN-INANIM-EVT,Noun,Inanimate,Event
ayı,NOUN-ANIM,Noun,Animate,Animate
karınca,NOUN-ANIM,Noun,Animate,Animate
tatil,NOUN-INANIM-EVT,Noun,Inanimate,Event
balık,NOUN-ANIM,Noun,Animate,Animate
tatil,NOUN-INANIM-EVT,Noun,Inanimate,Event
köpek,NOUN-ANIM,Noun,Animate,Animate
ceket,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tilki,NOUN-ANIM,Noun,Animate,Animate
toplantı,NOUN-INANIM-EVT,Noun,Inanimate,Event
kurt,NOUN-ANIM,Noun,Animate,Animate
kaşık,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
eşek,NOUN-ANIM,Noun,Animate,Animate
eşek,NOUN-ANIM,Noun,Animate,Animate
maymun,NOUN-ANIM,Noun,Animate,Animate
penguen,NOUN-ANIM,Noun,Animate,Animate
cenaze,NOUN-INANIM-EVT,Noun,Inanimate,Event
gezi,NOUN-INANIM-EVT,Noun,Inanimate,Event
ziyaret,NOUN-INANIM-EVT,Noun,Inanimate,Event
nişan,NOUN-INANIM-EVT,Noun,Inanimate,Event
at,NOUN-ANIM,Noun,Animate,Animate
ayakkabı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
güvercin,NOUN-ANIM,Noun,Animate,Animate
aslan,NOUN-ANIM,Noun,Animate,Animate
koyun,NOUN-ANIM,Noun,Animate,Animate
cenaze,NOUN-INANIM-EVT,Noun,Inanimate,Event
açılış,NOUN-INANIM-EVT,Noun,Inanimate,Event
kulaklık,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tilki,NOUN-ANIM,Noun,Animate,Animate
perde,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
güvercin,NOUN-ANIM,Noun,Animate,Animate
nişan,NOUN-INANIM-EVT,Noun,Inanimate,Event
açılış,NOUN-INANIM-EVT,Noun,Inanimate,Event
sandalye,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
sinek,NOUN-ANIM,Noun,Animate,Animate
kitap,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
perde,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
ayna,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
yarışma,NOUN-INANIM-EVT,Noun,Inanimate,Event
tatil,NOUN-INANIM-EVT,Noun,Inanimate,Event
sabun,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
sergi,NOUN-INANIM-EVT,Noun,Inanimate,Event
çanta,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
lamba,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
panel,NOUN-INANIM-EVT,Noun,Inanimate,Event
parti,NOUN-INANIM-EVT,Noun,Inanimate,Event
fil,NOUN-ANIM,Noun,Animate,Animate
ceket,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
anahtar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
gezi,NOUN-INANIM-EVT,Noun,Inanimate,Event
ayna,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
inek,NOUN-ANIM,Noun,Animate,Animate
masa,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
balık,NOUN-ANIM,Noun,Animate,Animate
sinek,NOUN-ANIM,Noun,Animate,Animate
kartal,NOUN-ANIM,Noun,Animate,Animate
serçe,NOUN-ANIM,Noun,Animate,Animate
serçe,NOUN-ANIM,Noun,Animate,Animate
sandalye,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kedi,NOUN-ANIM,Noun,Animate,Animate
açılış,NOUN-INANIM-EVT,Noun,Inanimate,Event
kaşık,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
gezi,NOUN-INANIM-EVT,Noun,Inanimate,Event
pantolon,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
balık,NOUN-ANIM,Noun,Animate,Animate
gözlük,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
inek,NOUN-ANIM,Noun,Animate,Animate
kartal,NOUN-ANIM,Noun,Animate,Animate
radyo,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
televizyon,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
baykuş,NOUN-ANIM,Noun,Animate,Animate
insan,NOUN-ANIM,Noun,Animate,Animate
televizyon,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
doğum günü,NOUN-INANIM-EVT,Noun,Inanimate,Event
aslan,NOUN-ANIM,Noun,Animate,Animate
şapka,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
düğün,NOUN-INANIM-EVT,Noun,Inanimate,Event
kurt,NOUN-ANIM,Noun,Animate,Animate
ayakkabı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
saat,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kamera,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
yastık,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
yılan,NOUN-ANIM,Noun,Animate,Animate
tilki,NOUN-ANIM,Noun,Animate,Animate
halı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
ders,NOUN-INANIM-EVT,Noun,Inanimate,Event
arı,NOUN-ANIM,Noun,Animate,Animate
şemsiye,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kitap,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kapanış,NOUN-INANIM-EVT,Noun,Inanimate,Event
kaplan,NOUN-ANIM,Noun,Animate,Animate
tabak,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
etkinlik,NOUN-INANIM-EVT,Noun,Inanimate,Event
kurbağa,NOUN-ANIM,Noun,Animate,Animate
cenaze,NOUN-INANIM-EVT,Noun,Inanimate,Event
kuş,NOUN-ANIM,Noun,Animate,Animate
eşek,NOUN-ANIM,Noun,Animate,Animate
telefon,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabak,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
yılan,NOUN-ANIM,Noun,Animate,Animate
zürafa,NOUN-ANIM,Noun,Animate,Animate
inek,NOUN-ANIM,Noun,Animate,Animate
konser,NOUN-INANIM-EVT,Noun,Inanimate,Event
kaplumbağa,NOUN-ANIM,Noun,Animate,Animate
kartal,NOUN-ANIM,Noun,Animate,Animate
balık,NOUN-ANIM,Noun,Animate,Animate
anahtar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kitap,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
yılan,NOUN-ANIM,Noun,Animate,Animate
gezi,NOUN-INANIM-EVT,Noun,Inanimate,Event
pencere,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kalem,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
cüzdan,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kelebek,NOUN-ANIM,Noun,Animate,Animate
etkinlik,NOUN-INANIM-EVT,Noun,Inanimate,Event
bilgisayar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
sinek,NOUN-ANIM,Noun,Animate,Animate
yastık,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
eşek,NOUN-ANIM,Noun,Animate,Animate
pantolon,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
masa,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şemsiye,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kaplumbağa,NOUN-ANIM,Noun,Animate,Animate
düğün,NOUN-INANIM-EVT,Noun,Inanimate,Event
ayı,NOUN-ANIM,Noun,Animate,Animate
cenaze,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinlik,NOUN-INANIM-EVT,Noun,Inanimate,Event
tavşan,NOUN-ANIM,Noun,Animate,Animate
parti,NOUN-INANIM-EVT,Noun,Inanimate,Event
etkinlik,NOUN-INANIM-EVT,Noun,Inanimate,Event
gösteri,NOUN-INANIM-EVT,Noun,Inanimate,Event
çanta,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
gözlük,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kalem,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
eşek,NOUN-ANIM,Noun,Animate,Animate
pantolon,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
toplantı,NOUN-INANIM-EVT,Noun,Inanimate,Event
kedi,NOUN-ANIM,Noun,Animate,Animate
gösterim,NOUN-INANIM-EVT,Noun,Inanimate,Event
mezuniyet,NOUN-INANIM-EVT,Noun,Inanimate,Event
pantolon,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
halı,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tabak,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
arı,NOUN-ANIM,Noun,Animate,Animate
at,NOUN-ANIM,Noun,Animate,Animate
aslan,NOUN-ANIM,Noun,Animate,Animate
maymun,NOUN-ANIM,Noun,Animate,Animate
bayram,NOUN-INANIM-EVT,Noun,Inanimate,Event
tabak,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
perde,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kamera,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
seyahat,NOUN-INANIM-EVT,Noun,Inanimate,Event
toplantı,NOUN-INANIM-EVT,Noun,Inanimate,Event
yılan,NOUN-ANIM,Noun,Animate,Animate
şapka,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
parti,NOUN-INANIM-EVT,Noun,Inanimate,Event
kaşık,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
konferans,NOUN-INANIM-EVT,Noun,Inanimate,Event
ayı,NOUN-ANIM,Noun,Animate,Animate
nişan,NOUN-INANIM-EVT,Noun,Inanimate,Event
bilgisayar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
sergi,NOUN-INANIM-EVT,Noun,Inanimate,Event
maç,NOUN-INANIM-EVT,Noun,Inanimate,Event
kapanış,NOUN-INANIM-EVT,Noun,Inanimate,Event
kapanış,NOUN-INANIM-EVT,Noun,Inanimate,Event
kurt,NOUN-ANIM,Noun,Animate,Animate
kaplumbağa,NOUN-ANIM,Noun,Animate,Animate
pantolon,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
panel,NOUN-INANIM-EVT,Noun,Inanimate,Event
arı,NOUN-ANIM,Noun,Animate,Animate
cenaze,NOUN-INANIM-EVT,Noun,Inanimate,Event
cenaze,NOUN-INANIM-EVT,Noun,Inanimate,Event
gömlek,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
gösterim,NOUN-INANIM-EVT,Noun,Inanimate,Event
pantolon,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
kedi,NOUN-ANIM,Noun,Animate,Animate
kurt,NOUN-ANIM,Noun,Animate,Animate
anahtar,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
tatil,NOUN-INANIM-EVT,Noun,Inanimate,Event
konser,NOUN-INANIM-EVT,Noun,Inanimate,Event
kaşık,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
gösteri,NOUN-INANIM-EVT,Noun,Inanimate,Event
seyahat,NOUN-INANIM-EVT,Noun,Inanimate,Event
düğün,NOUN-INANIM-EVT,Noun,Inanimate,Event
kalem,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
düğün,NOUN-INANIM-EVT,Noun,Inanimate,Event
tören,NOUN-INANIM-EVT,Noun,Inanimate,Event
tilki,NOUN-ANIM,Noun,Animate,Animate
baykuş,NOUN-ANIM,Noun,Animate,Animate
çatal,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
şemsiye,NOUN-INANIM-OBJECT,Noun,Inanimate,Object
sinek,NOUN-ANIM,Noun,Animate,Animate
altın,ADJ-INT-COLOR,Adjective,Intersective,Color
geniş,ADJ-INT-SHAPE,Adjective,Intersective,Shape
ipek,ADJ-INT-MAT,Adjective,Intersective,Material
dar,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
yetişkin,ADJ-NINT-AGE,Adjective,Non-intersective,Age
yumuşak,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
altın,ADJ-INT-COLOR,Adjective,Intersective,Color
kısa,ADJ-INT-SHAPE,Adjective,Intersective,Shape
yünlü,ADJ-INT-MAT,Adjective,Intersective,Material
dar,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
bayat,ADJ-NINT-AGE,Adjective,Non-intersective,Age
cesur,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
krem,ADJ-INT-COLOR,Adjective,Intersective,Color
üçgen,ADJ-INT-SHAPE,Adjective,Intersective,Shape
taş,ADJ-INT-MAT,Adjective,Intersective,Material
kocaman,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
kadim,ADJ-NINT-AGE,Adjective,Non-intersective,Age
kirli,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
bej,ADJ-INT-COLOR,Adjective,Intersective,Color
düz,ADJ-INT-SHAPE,Adjective,Intersective,Shape
demir,ADJ-INT-MAT,Adjective,Intersective,Material
ufak,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
ihtiyar,ADJ-NINT-AGE,Adjective,Non-intersective,Age
komik,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
sarı,ADJ-INT-COLOR,Adjective,Intersective,Color
derin,ADJ-INT-SHAPE,Adjective,Intersective,Shape
bakır,ADJ-INT-MAT,Adjective,Intersective,Material
iri,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
tarihi,ADJ-NINT-AGE,Adjective,Non-intersective,Age
ciddi,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
kahverengi,ADJ-INT-COLOR,Adjective,Intersective,Color
dikdörtgen,ADJ-INT-SHAPE,Adjective,Intersective,Shape
demir,ADJ-INT-MAT,Adjective,Intersective,Material
iri,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
yeni,ADJ-NINT-AGE,Adjective,Non-intersective,Age
yavaş,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
mavi,ADJ-INT-COLOR,Adjective,Intersective,Color
kalın,ADJ-INT-SHAPE,Adjective,Intersective,Shape
taş,ADJ-INT-MAT,Adjective,Intersective,Material
yüksek,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
çocuksu,ADJ-NINT-AGE,Adjective,Non-intersective,Age
ekşi,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
yeşil,ADJ-INT-COLOR,Adjective,Intersective,Color
üçgen,ADJ-INT-SHAPE,Adjective,Intersective,Shape
yünlü,ADJ-INT-MAT,Adjective,Intersective,Material
dev,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
bayat,ADJ-NINT-AGE,Adjective,Non-intersective,Age
hafif,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
gümüş,ADJ-INT-COLOR,Adjective,Intersective,Color
eğri,ADJ-INT-SHAPE,Adjective,Intersective,Shape
kağıt,ADJ-INT-MAT,Adjective,Intersective,Material
kocaman,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
yavru,ADJ-NINT-AGE,Adjective,Non-intersective,Age
kaba,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
turkuaz,ADJ-INT-COLOR,Adjective,Intersective,Color
yassı,ADJ-INT-SHAPE,Adjective,Intersective,Shape
metal,ADJ-INT-MAT,Adjective,Intersective,Material
uzun,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
yeni,ADJ-NINT-AGE,Adjective,Non-intersective,Age
nazik,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
kahverengi,ADJ-INT-COLOR,Adjective,Intersective,Color
üçgen,ADJ-INT-SHAPE,Adjective,Intersective,Shape
pamuklu,ADJ-INT-MAT,Adjective,Intersective,Material
dar,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
eski,ADJ-NINT-AGE,Adjective,Non-intersective,Age
güçlü,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
gümüş,ADJ-INT-COLOR,Adjective,Intersective,Color
oval,ADJ-INT-SHAPE,Adjective,Intersective,Shape
kağıt,ADJ-INT-MAT,Adjective,Intersective,Material
uzun,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
yeni,ADJ-NINT-AGE,Adjective,Non-intersective,Age
alçak,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
kahverengi,ADJ-INT-COLOR,Adjective,Intersective,Color
keskin,ADJ-INT-SHAPE,Adjective,Intersective,Shape
yünlü,ADJ-INT-MAT,Adjective,Intersective,Material
geniş,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
modern,ADJ-NINT-AGE,Adjective,Non-intersective,Age
tembel,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
sarı,ADJ-INT-COLOR,Adjective,Intersective,Color
sivri,ADJ-INT-SHAPE,Adjective,Intersective,Shape
bakır,ADJ-INT-MAT,Adjective,Intersective,Material
minik,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
yeni,ADJ-NINT-AGE,Adjective,Non-intersective,Age
kolay,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
pembe,ADJ-INT-COLOR,Adjective,Intersective,Color
ince,ADJ-INT-SHAPE,Adjective,Intersective,Shape
naylon,ADJ-INT-MAT,Adjective,Intersective,Material
yüksek,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
yeni,ADJ-NINT-AGE,Adjective,Non-intersective,Age
yüksek,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
mor,ADJ-INT-COLOR,Adjective,Intersective,Color
eğri,ADJ-INT-SHAPE,Adjective,Intersective,Shape
kumaş,ADJ-INT-MAT,Adjective,Intersective,Material
bodur,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
yeni,ADJ-NINT-AGE,Adjective,Non-intersective,Age
pahalı,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
lacivert,ADJ-INT-COLOR,Adjective,Intersective,Color
kalın,ADJ-INT-SHAPE,Adjective,Intersective,Shape
gümüş,ADJ-INT-MAT,Adjective,Intersective,Material
geniş,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
modern,ADJ-NINT-AGE,Adjective,Non-intersective,Age
başarılı,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
lacivert,ADJ-INT-COLOR,Adjective,Intersective,Color
eğri,ADJ-INT-SHAPE,Adjective,Intersective,Shape
ipek,ADJ-INT-MAT,Adjective,Intersective,Material
dev,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
yeni,ADJ-NINT-AGE,Adjective,Non-intersective,Age
zor,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
kahverengi,ADJ-INT-COLOR,Adjective,Intersective,Color
yuvarlak,ADJ-INT-SHAPE,Adjective,Intersective,Shape
metal,ADJ-INT-MAT,Adjective,Intersective,Material
küçük,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
yavru,ADJ-NINT-AGE,Adjective,Non-intersective,Age
sığ,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
mor,ADJ-INT-COLOR,Adjective,Intersective,Color
derin,ADJ-INT-SHAPE,Adjective,Intersective,Shape
kumaş,ADJ-INT-MAT,Adjective,Intersective,Material
geniş,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
genç,ADJ-NINT-AGE,Adjective,Non-intersective,Age
iyi,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
mor,ADJ-INT-COLOR,Adjective,Intersective,Color
yuvarlak,ADJ-INT-SHAPE,Adjective,Intersective,Shape
deri,ADJ-INT-MAT,Adjective,Intersective,Material
minik,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
yaşlı,ADJ-NINT-AGE,Adjective,Non-intersective,Age
eski,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
mor,ADJ-INT-COLOR,Adjective,Intersective,Color
ince,ADJ-INT-SHAPE,Adjective,Intersective,Shape
gümüş,ADJ-INT-MAT,Adjective,Intersective,Material
dev,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
yeni,ADJ-NINT-AGE,Adjective,Non-intersective,Age
başarısız,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
mavi,ADJ-INT-COLOR,Adjective,Intersective,Color
silindirik,ADJ-INT-SHAPE,Adjective,Intersective,Shape
kadife,ADJ-INT-MAT,Adjective,Intersective,Material
cüsseli,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
çağdaş,ADJ-NINT-AGE,Adjective,Non-intersective,Age
cimri,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
mavi,ADJ-INT-COLOR,Adjective,Intersective,Color
dar,ADJ-INT-SHAPE,Adjective,Intersective,Shape
kağıt,ADJ-INT-MAT,Adjective,Intersective,Material
kocaman,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
çocuksu,ADJ-NINT-AGE,Adjective,Non-intersective,Age
nazik,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
turuncu,ADJ-INT-COLOR,Adjective,Intersective,Color
yassı,ADJ-INT-SHAPE,Adjective,Intersective,Shape
pamuklu,ADJ-INT-MAT,Adjective,Intersective,Material
yüksek,ADJ-NINT-SIZE,Adjective,Non-intersective,Size
ihtiyar,ADJ-NINT-AGE,Adjective,Non-intersective,Age
iyi,ADJ-NINT-QUAL,Adjective,Non-intersective,Qualifier
